title,description,content,source,published_at,label,text_combined
"Massive layoffs: 3 lakh people to lose jobs in India due to Trump tariffs? Experts warn jobs at risk in Textiles, Gems and…","After Trump Tariffs will impact different sectors in India which have direct export connections with the country like Pharma, Electronics, Textiles, Gems And Jewellery but how will it impact Indian jobs?","After Trump Tariffs will impact different sectors in India which have direct export connections with the country like Pharma, Electronics, Textiles, Gems And Jewellery but how will it impact Indian jobs?",MediaStack,,1,"Massive layoffs: 3 lakh people to lose jobs in India due to Trump tariffs? Experts warn jobs at risk in Textiles, Gems and… After Trump Tariffs will impact different sectors in India which have direct export connections with the country like Pharma, Electronics, Textiles, Gems And Jewellery but how will it impact Indian jobs?"
Japanese scientists find hidden immune 'hubs' that drive joint damage in arthritis - MorungExpress,Japanese scientists find hidden immune 'hubs' that drive joint damage in arthritis&nbsp;&nbsp;MorungExpressStem-like peripheral helper T cells found to sustain inflammation in rheumatoid arthritis&nbsp;&nbsp;News-MedicalScientist uncover hidden immune 'hubs' that drive joint damage in rheumatoid arthritis&nbsp;&nbsp;Medical XpressJapanese scientists find hidden immune ‘hubs’ that drive joint damage in arthritis&nbsp;&nbsp;BhaskarLive,Japanese scientists find hidden immune 'hubs' that drive joint damage in arthritis&nbsp;&nbsp;MorungExpressStem-like peripheral helper T cells found to sustain inflammation in rheumatoid arthritis&nbsp;&nbsp;News-MedicalScientist uncover hidden immune 'hubs' that drive joint damage in rheumatoid arthritis&nbsp;&nbsp;Medical XpressJapanese scientists find hidden immune ‘hubs’ that drive joint damage in arthritis&nbsp;&nbsp;BhaskarLive,MediaStack,,1,Japanese scientists find hidden immune 'hubs' that drive joint damage in arthritis - MorungExpress Japanese scientists find hidden immune 'hubs' that drive joint damage in arthritis&nbsp;&nbsp;MorungExpressStem-like peripheral helper T cells found to sustain inflammation in rheumatoid arthritis&nbsp;&nbsp;News-MedicalScientist uncover hidden immune 'hubs' that drive joint damage in rheumatoid arthritis&nbsp;&nbsp;Medical XpressJapanese scientists find hidden immune ‘hubs’ that drive joint damage in arthritis&nbsp;&nbsp;BhaskarLive
Can Sleep Deprivation Trigger A Stroke? Here's What Neurologists Say - News18,Can Sleep Deprivation Trigger A Stroke? Here's What Neurologists Say&nbsp;&nbsp;News18,Can Sleep Deprivation Trigger A Stroke? Here's What Neurologists Say&nbsp;&nbsp;News18,MediaStack,,1,Can Sleep Deprivation Trigger A Stroke? Here's What Neurologists Say - News18 Can Sleep Deprivation Trigger A Stroke? Here's What Neurologists Say&nbsp;&nbsp;News18
Row over letter leak: CPI(M) gears up to counter Congress-BJP ‘slander campaign’ against top leadership,"Saying ‘absurd questions do not merit answers’, M.V. Govindan declines to comment on whether Polit Bureau received a confidential letter detailing alleged financial nexus","Saying ‘absurd questions do not merit answers’, M.V. Govindan declines to comment on whether Polit Bureau received a confidential letter detailing alleged financial nexus",MediaStack,,1,"Row over letter leak: CPI(M) gears up to counter Congress-BJP ‘slander campaign’ against top leadership Saying ‘absurd questions do not merit answers’, M.V. Govindan declines to comment on whether Polit Bureau received a confidential letter detailing alleged financial nexus"
"‘Kodi’ Suni, convict in T.P Chandrasekharan murder case, shifted from Kannur Central Jail to Tavanur prison","Shifting follows reports of misconduct, including allegations of drinking on Thalassery court premises. A prison department report earlier stated Suni was using mobile phone inside jail and was involved in illegal activities outside","Shifting follows reports of misconduct, including allegations of drinking on Thalassery court premises. A prison department report earlier stated Suni was using mobile phone inside jail and was involved in illegal activities outside",MediaStack,,1,"‘Kodi’ Suni, convict in T.P Chandrasekharan murder case, shifted from Kannur Central Jail to Tavanur prison Shifting follows reports of misconduct, including allegations of drinking on Thalassery court premises. A prison department report earlier stated Suni was using mobile phone inside jail and was involved in illegal activities outside"
U.P. school mergers: Supreme Court asks AAP MP to move High Court against order to merge low-enrolment schools,The Rajya Sabha MP had said the State’s order had adversely affected the educational access of numerous children,The Rajya Sabha MP had said the State’s order had adversely affected the educational access of numerous children,MediaStack,,1,U.P. school mergers: Supreme Court asks AAP MP to move High Court against order to merge low-enrolment schools The Rajya Sabha MP had said the State’s order had adversely affected the educational access of numerous children
"These are India’s seven biggest gold mines, this state hits JACKPOT, huge deposit of gold found, name is….","In India, gold is not just a precious metal but also of great cultural significance.","In India, gold is not just a precious metal but also of great cultural significance.",MediaStack,,1,"These are India’s seven biggest gold mines, this state hits JACKPOT, huge deposit of gold found, name is…. In India, gold is not just a precious metal but also of great cultural significance."
Mahindra Vision.T Walkaround: Is This the Future Electric Thar,"Mahindra Vision.T Concept unveiled – a futuristic take on the Thar with bold design, off-road stance & EV possibilities. Could this be the next-gen Electric Thar?","Mahindra Vision.T Concept unveiled – a futuristic take on the Thar with bold design, off-road stance & EV possibilities. Could this be the next-gen Electric Thar?",MediaStack,,1,"Mahindra Vision.T Walkaround: Is This the Future Electric Thar Mahindra Vision.T Concept unveiled – a futuristic take on the Thar with bold design, off-road stance & EV possibilities. Could this be the next-gen Electric Thar?"
Rajnath Singh spoke to Stalin over Vice-President candidate before BJP fielding C.P. Radhakrishnan,"CPI-M will not back Radharkrishnan, says party’s general secretary M.A. Baby","CPI-M will not back Radharkrishnan, says party’s general secretary M.A. Baby",MediaStack,,1,"Rajnath Singh spoke to Stalin over Vice-President candidate before BJP fielding C.P. Radhakrishnan CPI-M will not back Radharkrishnan, says party’s general secretary M.A. Baby"
"Supreme Court stays HC order reversing discharge of T.N. Minister, family members in DA case","The Minister has argued that these cases were products of the political rivalry, referring to a similar disproportionate assets case registered against him and his family concerning tax returns between 1996 and 2001","The Minister has argued that these cases were products of the political rivalry, referring to a similar disproportionate assets case registered against him and his family concerning tax returns between 1996 and 2001",MediaStack,,1,"Supreme Court stays HC order reversing discharge of T.N. Minister, family members in DA case The Minister has argued that these cases were products of the political rivalry, referring to a similar disproportionate assets case registered against him and his family concerning tax returns between 1996 and 2001"
"Telangana Rain Impact | 66 rural roads, 83 cross-drainage structures damaged; restoration of rural infra to cost ₹150 crore ","Telangana Rain Impact | 66 rural roads, 83 cross-drainage structures damaged; restoration of rural infra to cost ₹150 crore ","Telangana Rain Impact | 66 rural roads, 83 cross-drainage structures damaged; restoration of rural infra to cost ₹150 crore ",MediaStack,,1,"Telangana Rain Impact | 66 rural roads, 83 cross-drainage structures damaged; restoration of rural infra to cost ₹150 crore  Telangana Rain Impact | 66 rural roads, 83 cross-drainage structures damaged; restoration of rural infra to cost ₹150 crore "
Rocket fuel and a billion dreams: The making of Modi’s Space superpower,The transformation of India's space sector between 2014 and 2025 represents much more than technological achievement.,The transformation of India's space sector between 2014 and 2025 represents much more than technological achievement.,MediaStack,,1,Rocket fuel and a billion dreams: The making of Modi’s Space superpower The transformation of India's space sector between 2014 and 2025 represents much more than technological achievement.
Supreme Court affirms HC order quashing FIR in Mohan Delkar death case,"The Bombay High Court, in 2022, had quashed the case against nine persons in the abetment of suicide case of former Lok Sabha MP Mohan Delkar in 2021","The Bombay High Court, in 2022, had quashed the case against nine persons in the abetment of suicide case of former Lok Sabha MP Mohan Delkar in 2021",MediaStack,,1,"Supreme Court affirms HC order quashing FIR in Mohan Delkar death case The Bombay High Court, in 2022, had quashed the case against nine persons in the abetment of suicide case of former Lok Sabha MP Mohan Delkar in 2021"
